date,city,market,product,price,unit,source
2026-08-05,Lagos,Mile 12,tomato round,64151,standard,nairametrics_cached
2026-08-05,Lagos,Oyingbo,tomato round,64040,standard,nairametrics_cached
2026-08-05,Lagos,Mushin,tomato round,64607,standard,nairametrics_cached
2026-08-05,Lagos,Daleko,tomato round,64585,standard,nairametrics_cached
2026-08-05,Abuja,Wuse,tomato round,73166,standard,nairametrics_cached
2026-08-05,Abuja,Garki,tomato round,73957,standard,nairametrics_cached
2026-08-05,Abuja,Utako,tomato round,70983,standard,nairametrics_cached
2026-08-05,Port Harcourt,Mile 3,tomato round,67873,standard,nairametrics_cached
2026-08-05,Port Harcourt,Creek Road,tomato round,66248,standard,nairametrics_cached
2026-08-05,Port Harcourt,Oil Mill,tomato round,70462,standard,nairametrics_cached
2026-08-05,Lagos,Mile 12,tomato oval,40262,standard,nairametrics_cached
2026-08-05,Lagos,Oyingbo,tomato oval,40954,standard,nairametrics_cached
2026-08-05,Lagos,Mushin,tomato oval,39060,standard,nairametrics_cached
2026-08-05,Lagos,Daleko,tomato oval,39767,standard,nairametrics_cached
2026-08-05,Abuja,Wuse,tomato oval,44603,standard,nairametrics_cached
2026-08-05,Abuja,Garki,tomato oval,45679,standard,nairametrics_cached
2026-08-05,Abuja,Utako,tomato oval,43620,standard,nairametrics_cached
2026-08-05,Port Harcourt,Mile 3,tomato oval,40785,standard,nairametrics_cached
2026-08-05,Port Harcourt,Creek Road,tomato oval,41615,standard,nairametrics_cached
2026-08-05,Port Harcourt,Oil Mill,tomato oval,40460,standard,nairametrics_cached
2026-08-05,Lagos,Mile 12,garri white,25689,standard,nairametrics_cached
2026-08-05,Lagos,Oyingbo,garri white,25252,standard,nairametrics_cached
2026-08-05,Lagos,Mushin,garri white,24816,standard,nairametrics_cached
2026-08-05,Lagos,Daleko,garri white,24313,standard,nairametrics_cached
2026-08-05,Abuja,Wuse,garri white,28275,standard,nairametrics_cached
2026-08-05,Abuja,Garki,garri white,28420,standard,nairametrics_cached
2026-08-05,Abuja,Utako,garri white,27284,standard,nairametrics_cached
2026-08-05,Port Harcourt,Mile 3,garri white,25378,standard,nairametrics_cached
2026-08-05,Port Harcourt,Creek Road,garri white,26338,standard,nairametrics_cached
2026-08-05,Port Harcourt,Oil Mill,garri white,25244,standard,nairametrics_cached
2026-08-05,Lagos,Mile 12,garri yellow,25612,standard,nairametrics_cached
2026-08-05,Lagos,Oyingbo,garri yellow,24816,standard,nairametrics_cached
2026-08-05,Lagos,Mushin,garri yellow,24528,standard,nairametrics_cached
2026-08-05,Lagos,Daleko,garri yellow,25537,standard,nairametrics_cached
2026-08-05,Abuja,Wuse,garri yellow,26824,standard,nairametrics_cached
2026-08-05,Abuja,Garki,garri yellow,28025,standard,nairametrics_cached
2026-08-05,Abuja,Utako,garri yellow,28510,standard,nairametrics_cached
2026-08-05,Port Harcourt,Mile 3,garri yellow,24583,standard,nairametrics_cached
2026-08-05,Port Harcourt,Creek Road,garri yellow,24830,standard,nairametrics_cached
2026-08-05,Port Harcourt,Oil Mill,garri yellow,25525,standard,nairametrics_cached
2026-08-05,Lagos,Mile 12,rice royal stallion,59139,standard,nairametrics_cached
2026-08-05,Lagos,Oyingbo,rice royal stallion,60900,standard,nairametrics_cached
2026-08-05,Lagos,Mushin,rice royal stallion,58096,standard,nairametrics_cached
2026-08-05,Lagos,Daleko,rice royal stallion,57817,standard,nairametrics_cached
2026-08-05,Abuja,Wuse,rice royal stallion,65559,standard,nairametrics_cached
2026-08-05,Abuja,Garki,rice royal stallion,62706,standard,nairametrics_cached
2026-08-05,Abuja,Utako,rice royal stallion,63691,standard,nairametrics_cached
2026-08-05,Port Harcourt,Mile 3,rice royal stallion,62561,standard,nairametrics_cached
2026-08-05,Port Harcourt,Creek Road,rice royal stallion,60466,standard,nairametrics_cached
2026-08-05,Port Harcourt,Oil Mill,rice royal stallion,64027,standard,nairametrics_cached
2026-08-05,Lagos,Mile 12,rice mamas pride,67306,standard,nairametrics_cached
2026-08-05,Lagos,Oyingbo,rice mamas pride,62797,standard,nairametrics_cached
2026-08-05,Lagos,Mushin,rice mamas pride,63983,standard,nairametrics_cached
2026-08-05,Lagos,Daleko,rice mamas pride,64617,standard,nairametrics_cached
2026-08-05,Abuja,Wuse,rice mamas pride,71014,standard,nairametrics_cached
2026-08-05,Abuja,Garki,rice mamas pride,67695,standard,nairametrics_cached
2026-08-05,Abuja,Utako,rice mamas pride,66439,standard,nairametrics_cached
2026-08-05,Port Harcourt,Mile 3,rice mamas pride,64627,standard,nairametrics_cached
2026-08-05,Port Harcourt,Creek Road,rice mamas pride,68637,standard,nairametrics_cached
2026-08-05,Port Harcourt,Oil Mill,rice mamas pride,66948,standard,nairametrics_cached
2026-08-05,Lagos,Mile 12,beans brown,120158,standard,nairametrics_cached
2026-08-05,Lagos,Oyingbo,beans brown,123920,standard,nairametrics_cached
2026-08-05,Lagos,Mushin,beans brown,124025,standard,nairametrics_cached
2026-08-05,Lagos,Daleko,beans brown,120670,standard,nairametrics_cached
2026-08-05,Abuja,Wuse,beans brown,140157,standard,nairametrics_cached
2026-08-05,Abuja,Garki,beans brown,131114,standard,nairametrics_cached
2026-08-05,Abuja,Utako,beans brown,132363,standard,nairametrics_cached
2026-08-05,Port Harcourt,Mile 3,beans brown,125006,standard,nairametrics_cached
2026-08-05,Port Harcourt,Creek Road,beans brown,125480,standard,nairametrics_cached
2026-08-05,Port Harcourt,Oil Mill,beans brown,129388,standard,nairametrics_cached
2026-08-05,Lagos,Mile 12,beans oloyin,64542,standard,nairametrics_cached
2026-08-05,Lagos,Oyingbo,beans oloyin,62650,standard,nairametrics_cached
2026-08-05,Lagos,Mushin,beans oloyin,64243,standard,nairametrics_cached
2026-08-05,Lagos,Daleko,beans oloyin,64451,standard,nairametrics_cached
