date,city,market,product,price,unit,source
2026-07-15,Lagos,Mile 12,tomato round,63081,standard,nairametrics_cached
2026-07-15,Lagos,Oyingbo,tomato round,65681,standard,nairametrics_cached
2026-07-15,Lagos,Mushin,tomato round,65603,standard,nairametrics_cached
2026-07-15,Lagos,Daleko,tomato round,64807,standard,nairametrics_cached
2026-07-15,Abuja,Wuse,tomato round,72102,standard,nairametrics_cached
2026-07-15,Abuja,Garki,tomato round,69692,standard,nairametrics_cached
2026-07-15,Abuja,Utako,tomato round,73238,standard,nairametrics_cached
2026-07-15,Port Harcourt,Mile 3,tomato round,70077,standard,nairametrics_cached
2026-07-15,Port Harcourt,Creek Road,tomato round,68194,standard,nairametrics_cached
2026-07-15,Port Harcourt,Oil Mill,tomato round,65713,standard,nairametrics_cached
2026-07-15,Lagos,Mile 12,tomato oval,38974,standard,nairametrics_cached
2026-07-15,Lagos,Oyingbo,tomato oval,40613,standard,nairametrics_cached
2026-07-15,Lagos,Mushin,tomato oval,41290,standard,nairametrics_cached
2026-07-15,Lagos,Daleko,tomato oval,40651,standard,nairametrics_cached
2026-07-15,Abuja,Wuse,tomato oval,43519,standard,nairametrics_cached
2026-07-15,Abuja,Garki,tomato oval,45356,standard,nairametrics_cached
2026-07-15,Abuja,Utako,tomato oval,44406,standard,nairametrics_cached
2026-07-15,Port Harcourt,Mile 3,tomato oval,41792,standard,nairametrics_cached
2026-07-15,Port Harcourt,Creek Road,tomato oval,40686,standard,nairametrics_cached
2026-07-15,Port Harcourt,Oil Mill,tomato oval,43223,standard,nairametrics_cached
2026-07-15,Lagos,Mile 12,garri white,25058,standard,nairametrics_cached
2026-07-15,Lagos,Oyingbo,garri white,24624,standard,nairametrics_cached
2026-07-15,Lagos,Mushin,garri white,25645,standard,nairametrics_cached
2026-07-15,Lagos,Daleko,garri white,24307,standard,nairametrics_cached
2026-07-15,Abuja,Wuse,garri white,27314,standard,nairametrics_cached
2026-07-15,Abuja,Garki,garri white,27834,standard,nairametrics_cached
2026-07-15,Abuja,Utako,garri white,28698,standard,nairametrics_cached
2026-07-15,Port Harcourt,Mile 3,garri white,26702,standard,nairametrics_cached
2026-07-15,Port Harcourt,Creek Road,garri white,25677,standard,nairametrics_cached
2026-07-15,Port Harcourt,Oil Mill,garri white,25775,standard,nairametrics_cached
2026-07-15,Lagos,Mile 12,garri yellow,25265,standard,nairametrics_cached
2026-07-15,Lagos,Oyingbo,garri yellow,25276,standard,nairametrics_cached
2026-07-15,Lagos,Mushin,garri yellow,25557,standard,nairametrics_cached
2026-07-15,Lagos,Daleko,garri yellow,24796,standard,nairametrics_cached
2026-07-15,Abuja,Wuse,garri yellow,28467,standard,nairametrics_cached
2026-07-15,Abuja,Garki,garri yellow,27748,standard,nairametrics_cached
2026-07-15,Abuja,Utako,garri yellow,27973,standard,nairametrics_cached
2026-07-15,Port Harcourt,Mile 3,garri yellow,26357,standard,nairametrics_cached
2026-07-15,Port Harcourt,Creek Road,garri yellow,25835,standard,nairametrics_cached
2026-07-15,Port Harcourt,Oil Mill,garri yellow,26086,standard,nairametrics_cached
2026-07-15,Lagos,Mile 12,rice royal stallion,61264,standard,nairametrics_cached
2026-07-15,Lagos,Oyingbo,rice royal stallion,61991,standard,nairametrics_cached
2026-07-15,Lagos,Mushin,rice royal stallion,59587,standard,nairametrics_cached
2026-07-15,Lagos,Daleko,rice royal stallion,60266,standard,nairametrics_cached
2026-07-15,Abuja,Wuse,rice royal stallion,65980,standard,nairametrics_cached
2026-07-15,Abuja,Garki,rice royal stallion,62608,standard,nairametrics_cached
2026-07-15,Abuja,Utako,rice royal stallion,63530,standard,nairametrics_cached
2026-07-15,Port Harcourt,Mile 3,rice royal stallion,63837,standard,nairametrics_cached
2026-07-15,Port Harcourt,Creek Road,rice royal stallion,60928,standard,nairametrics_cached
2026-07-15,Port Harcourt,Oil Mill,rice royal stallion,61982,standard,nairametrics_cached
2026-07-15,Lagos,Mile 12,rice mamas pride,65371,standard,nairametrics_cached
2026-07-15,Lagos,Oyingbo,rice mamas pride,65746,standard,nairametrics_cached
2026-07-15,Lagos,Mushin,rice mamas pride,66435,standard,nairametrics_cached
2026-07-15,Lagos,Daleko,rice mamas pride,64299,standard,nairametrics_cached
2026-07-15,Abuja,Wuse,rice mamas pride,66419,standard,nairametrics_cached
2026-07-15,Abuja,Garki,rice mamas pride,67091,standard,nairametrics_cached
2026-07-15,Abuja,Utako,rice mamas pride,70887,standard,nairametrics_cached
2026-07-15,Port Harcourt,Mile 3,rice mamas pride,65157,standard,nairametrics_cached
2026-07-15,Port Harcourt,Creek Road,rice mamas pride,65220,standard,nairametrics_cached
2026-07-15,Port Harcourt,Oil Mill,rice mamas pride,68473,standard,nairametrics_cached
