date,city,market,product,price,unit,source
2026-07-27,Lagos,Mile 12,tomato round,65150,standard,nairametrics_cached
2026-07-27,Lagos,Oyingbo,tomato round,66810,standard,nairametrics_cached
2026-07-27,Lagos,Mushin,tomato round,66581,standard,nairametrics_cached
2026-07-27,Lagos,Daleko,tomato round,64776,standard,nairametrics_cached
2026-07-27,Abuja,Wuse,tomato round,70586,standard,nairametrics_cached
2026-07-27,Abuja,Garki,tomato round,74167,standard,nairametrics_cached
2026-07-27,Abuja,Utako,tomato round,71347,standard,nairametrics_cached
2026-07-27,Port Harcourt,Mile 3,tomato round,66770,standard,nairametrics_cached
2026-07-27,Port Harcourt,Creek Road,tomato round,69324,standard,nairametrics_cached
2026-07-27,Port Harcourt,Oil Mill,tomato round,66672,standard,nairametrics_cached
2026-07-27,Lagos,Mile 12,tomato oval,39642,standard,nairametrics_cached
2026-07-27,Lagos,Oyingbo,tomato oval,38647,standard,nairametrics_cached
2026-07-27,Lagos,Mushin,tomato oval,41298,standard,nairametrics_cached
2026-07-27,Lagos,Daleko,tomato oval,41246,standard,nairametrics_cached
2026-07-27,Abuja,Wuse,tomato oval,44066,standard,nairametrics_cached
2026-07-27,Abuja,Garki,tomato oval,46038,standard,nairametrics_cached
2026-07-27,Abuja,Utako,tomato oval,45812,standard,nairametrics_cached
2026-07-27,Port Harcourt,Mile 3,tomato oval,43361,standard,nairametrics_cached
2026-07-27,Port Harcourt,Creek Road,tomato oval,40912,standard,nairametrics_cached
2026-07-27,Port Harcourt,Oil Mill,tomato oval,41079,standard,nairametrics_cached
2026-07-27,Lagos,Mile 12,garri white,24164,standard,nairametrics_cached
2026-07-27,Lagos,Oyingbo,garri white,25892,standard,nairametrics_cached
2026-07-27,Lagos,Mushin,garri white,25286,standard,nairametrics_cached
2026-07-27,Lagos,Daleko,garri white,24363,standard,nairametrics_cached
2026-07-27,Abuja,Wuse,garri white,28119,standard,nairametrics_cached
2026-07-27,Abuja,Garki,garri white,27195,standard,nairametrics_cached
