date,city,market,product,price,unit,source
2026-07-22,Lagos,Mile 12,tomato round,67274,standard,nairametrics_cached
2026-07-22,Lagos,Oyingbo,tomato round,67367,standard,nairametrics_cached
2026-07-22,Lagos,Mushin,tomato round,62645,standard,nairametrics_cached
2026-07-22,Lagos,Daleko,tomato round,64023,standard,nairametrics_cached
2026-07-22,Abuja,Wuse,tomato round,71781,standard,nairametrics_cached
2026-07-22,Abuja,Garki,tomato round,73953,standard,nairametrics_cached
2026-07-22,Abuja,Utako,tomato round,73583,standard,nairametrics_cached
2026-07-22,Port Harcourt,Mile 3,tomato round,67885,standard,nairametrics_cached
2026-07-22,Port Harcourt,Creek Road,tomato round,70381,standard,nairametrics_cached
2026-07-22,Port Harcourt,Oil Mill,tomato round,68816,standard,nairametrics_cached
2026-07-22,Lagos,Mile 12,tomato oval,38485,standard,nairametrics_cached
2026-07-22,Lagos,Oyingbo,tomato oval,40025,standard,nairametrics_cached
2026-07-22,Lagos,Mushin,tomato oval,39660,standard,nairametrics_cached
2026-07-22,Lagos,Daleko,tomato oval,40170,standard,nairametrics_cached
2026-07-22,Abuja,Wuse,tomato oval,43439,standard,nairametrics_cached
2026-07-22,Abuja,Garki,tomato oval,45274,standard,nairametrics_cached
2026-07-22,Abuja,Utako,tomato oval,46383,standard,nairametrics_cached
2026-07-22,Port Harcourt,Mile 3,tomato oval,41295,standard,nairametrics_cached
2026-07-22,Port Harcourt,Creek Road,tomato oval,42828,standard,nairametrics_cached
2026-07-22,Port Harcourt,Oil Mill,tomato oval,42781,standard,nairametrics_cached
2026-07-22,Lagos,Mile 12,garri white,25823,standard,nairametrics_cached
2026-07-22,Lagos,Oyingbo,garri white,24416,standard,nairametrics_cached
2026-07-22,Lagos,Mushin,garri white,24990,standard,nairametrics_cached
2026-07-22,Lagos,Daleko,garri white,24197,standard,nairametrics_cached
2026-07-22,Abuja,Wuse,garri white,28034,standard,nairametrics_cached
2026-07-22,Abuja,Garki,garri white,27510,standard,nairametrics_cached
2026-07-22,Abuja,Utako,garri white,28283,standard,nairametrics_cached
2026-07-22,Port Harcourt,Mile 3,garri white,25335,standard,nairametrics_cached
2026-07-22,Port Harcourt,Creek Road,garri white,25903,standard,nairametrics_cached
2026-07-22,Port Harcourt,Oil Mill,garri white,26159,standard,nairametrics_cached
2026-07-22,Lagos,Mile 12,garri yellow,24192,standard,nairametrics_cached
2026-07-22,Lagos,Oyingbo,garri yellow,25708,standard,nairametrics_cached
2026-07-22,Lagos,Mushin,garri yellow,25701,standard,nairametrics_cached
2026-07-22,Lagos,Daleko,garri yellow,25306,standard,nairametrics_cached
2026-07-22,Abuja,Wuse,garri yellow,26741,standard,nairametrics_cached
2026-07-22,Abuja,Garki,garri yellow,27784,standard,nairametrics_cached
2026-07-22,Abuja,Utako,garri yellow,26765,standard,nairametrics_cached
2026-07-22,Port Harcourt,Mile 3,garri yellow,25106,standard,nairametrics_cached
2026-07-22,Port Harcourt,Creek Road,garri yellow,24754,standard,nairametrics_cached
2026-07-22,Port Harcourt,Oil Mill,garri yellow,24752,standard,nairametrics_cached
2026-07-22,Lagos,Mile 12,rice royal stallion,59724,standard,nairametrics_cached
2026-07-22,Lagos,Oyingbo,rice royal stallion,61411,standard,nairametrics_cached
2026-07-22,Lagos,Mushin,rice royal stallion,59334,standard,nairametrics_cached
2026-07-22,Lagos,Daleko,rice royal stallion,61655,standard,nairametrics_cached
2026-07-22,Abuja,Wuse,rice royal stallion,62887,standard,nairametrics_cached
2026-07-22,Abuja,Garki,rice royal stallion,63316,standard,nairametrics_cached
2026-07-22,Abuja,Utako,rice royal stallion,64804,standard,nairametrics_cached
