date,city,market,product,price,unit,source
2026-06-02,Lagos,Mile 12,tomato round,64438,standard,nairametrics_cached
2026-06-02,Lagos,Oyingbo,tomato round,63147,standard,nairametrics_cached
2026-06-02,Lagos,Mushin,tomato round,65212,standard,nairametrics_cached
2026-06-02,Lagos,Daleko,tomato round,67551,standard,nairametrics_cached
2026-06-02,Abuja,Wuse,tomato round,74285,standard,nairametrics_cached
2026-06-02,Abuja,Garki,tomato round,74153,standard,nairametrics_cached
2026-06-02,Abuja,Utako,tomato round,73617,standard,nairametrics_cached
2026-06-02,Port Harcourt,Mile 3,tomato round,67296,standard,nairametrics_cached
2026-06-02,Port Harcourt,Creek Road,tomato round,67969,standard,nairametrics_cached
2026-06-02,Port Harcourt,Oil Mill,tomato round,70710,standard,nairametrics_cached
2026-06-02,Lagos,Mile 12,tomato oval,39072,standard,nairametrics_cached
2026-06-02,Lagos,Oyingbo,tomato oval,40129,standard,nairametrics_cached
2026-06-02,Lagos,Mushin,tomato oval,39803,standard,nairametrics_cached
2026-06-02,Lagos,Daleko,tomato oval,39149,standard,nairametrics_cached
2026-06-02,Abuja,Wuse,tomato oval,46662,standard,nairametrics_cached
2026-06-02,Abuja,Garki,tomato oval,45710,standard,nairametrics_cached
2026-06-02,Abuja,Utako,tomato oval,45177,standard,nairametrics_cached
2026-06-02,Port Harcourt,Mile 3,tomato oval,40574,standard,nairametrics_cached
2026-06-02,Port Harcourt,Creek Road,tomato oval,43170,standard,nairametrics_cached
2026-06-02,Port Harcourt,Oil Mill,tomato oval,42495,standard,nairametrics_cached
2026-06-02,Lagos,Mile 12,garri white,25919,standard,nairametrics_cached
2026-06-02,Lagos,Oyingbo,garri white,25230,standard,nairametrics_cached
2026-06-02,Lagos,Mushin,garri white,24204,standard,nairametrics_cached
2026-06-02,Lagos,Daleko,garri white,25940,standard,nairametrics_cached
2026-06-02,Abuja,Wuse,garri white,27303,standard,nairametrics_cached
2026-06-02,Abuja,Garki,garri white,27736,standard,nairametrics_cached
2026-06-02,Abuja,Utako,garri white,28649,standard,nairametrics_cached
2026-06-02,Port Harcourt,Mile 3,garri white,25035,standard,nairametrics_cached
2026-06-02,Port Harcourt,Creek Road,garri white,26302,standard,nairametrics_cached
2026-06-02,Port Harcourt,Oil Mill,garri white,25917,standard,nairametrics_cached
2026-06-02,Lagos,Mile 12,garri yellow,25006,standard,nairametrics_cached
2026-06-02,Lagos,Oyingbo,garri yellow,25265,standard,nairametrics_cached
2026-06-02,Lagos,Mushin,garri yellow,25159,standard,nairametrics_cached
2026-06-02,Lagos,Daleko,garri yellow,24758,standard,nairametrics_cached
2026-06-02,Abuja,Wuse,garri yellow,27888,standard,nairametrics_cached
2026-06-02,Abuja,Garki,garri yellow,26482,standard,nairametrics_cached
2026-06-02,Abuja,Utako,garri yellow,26669,standard,nairametrics_cached
2026-06-02,Port Harcourt,Mile 3,garri yellow,26370,standard,nairametrics_cached
2026-06-02,Port Harcourt,Creek Road,garri yellow,25250,standard,nairametrics_cached
2026-06-02,Port Harcourt,Oil Mill,garri yellow,25370,standard,nairametrics_cached
2026-06-02,Lagos,Mile 12,rice royal stallion,62105,standard,nairametrics_cached
2026-06-02,Lagos,Oyingbo,rice royal stallion,58505,standard,nairametrics_cached
2026-06-02,Lagos,Mushin,rice royal stallion,61139,standard,nairametrics_cached
2026-06-02,Lagos,Daleko,rice royal stallion,57896,standard,nairametrics_cached
2026-06-02,Abuja,Wuse,rice royal stallion,63218,standard,nairametrics_cached
2026-06-02,Abuja,Garki,rice royal stallion,61450,standard,nairametrics_cached
2026-06-02,Abuja,Utako,rice royal stallion,63803,standard,nairametrics_cached
2026-06-02,Port Harcourt,Mile 3,rice royal stallion,59910,standard,nairametrics_cached
2026-06-02,Port Harcourt,Creek Road,rice royal stallion,60377,standard,nairametrics_cached
2026-06-02,Port Harcourt,Oil Mill,rice royal stallion,63315,standard,nairametrics_cached
2026-06-02,Lagos,Mile 12,rice mamas pride,66685,standard,nairametrics_cached
2026-06-02,Lagos,Oyingbo,rice mamas pride,65406,standard,nairametrics_cached
2026-06-02,Lagos,Mushin,rice mamas pride,63209,standard,nairametrics_cached
2026-06-02,Lagos,Daleko,rice mamas pride,63684,standard,nairametrics_cached
2026-06-02,Abuja,Wuse,rice mamas pride,66423,standard,nairametrics_cached
2026-06-02,Abuja,Garki,rice mamas pride,68344,standard,nairametrics_cached
2026-06-02,Abuja,Utako,rice mamas pride,68479,standard,nairametrics_cached
2026-06-02,Port Harcourt,Mile 3,rice mamas pride,65926,standard,nairametrics_cached
2026-06-02,Port Harcourt,Creek Road,rice mamas pride,66049,standard,nairametrics_cached
2026-06-02,Port Harcourt,Oil Mill,rice mamas pride,66179,standard,nairametrics_cached
2026-06-02,Lagos,Mile 12,beans brown,117133,standard,nairametrics_cached
2026-06-02,Lagos,Oyingbo,beans brown,120334,standard,nairametrics_cached
2026-06-02,Lagos,Mushin,beans brown,122696,standard,nairametrics_cached
2026-06-02,Lagos,Daleko,beans brown,123826,standard,nairametrics_cached
2026-06-02,Abuja,Wuse,beans brown,132427,standard,nairametrics_cached
2026-06-02,Abuja,Garki,beans brown,133292,standard,nairametrics_cached
2026-06-02,Abuja,Utako,beans brown,137484,standard,nairametrics_cached
2026-06-02,Port Harcourt,Mile 3,beans brown,127958,standard,nairametrics_cached
2026-06-02,Port Harcourt,Creek Road,beans brown,132989,standard,nairametrics_cached
2026-06-02,Port Harcourt,Oil Mill,beans brown,131401,standard,nairametrics_cached
2026-06-02,Lagos,Mile 12,beans oloyin,62505,standard,nairametrics_cached
2026-06-02,Lagos,Oyingbo,beans oloyin,66581,standard,nairametrics_cached
2026-06-02,Lagos,Mushin,beans oloyin,67017,standard,nairametrics_cached
2026-06-02,Lagos,Daleko,beans oloyin,63350,standard,nairametrics_cached
2026-06-02,Abuja,Wuse,beans oloyin,71692,standard,nairametrics_cached
2026-06-02,Abuja,Garki,beans oloyin,72587,standard,nairametrics_cached
2026-06-02,Abuja,Utako,beans oloyin,70663,standard,nairametrics_cached
2026-06-02,Port Harcourt,Mile 3,beans oloyin,66767,standard,nairametrics_cached
2026-06-02,Port Harcourt,Creek Road,beans oloyin,65415,standard,nairametrics_cached
2026-06-02,Port Harcourt,Oil Mill,beans oloyin,69517,standard,nairametrics_cached
2026-06-02,Lagos,Mile 12,melon,341518,standard,nairametrics_cached
2026-06-02,Lagos,Oyingbo,melon,331243,standard,nairametrics_cached
2026-06-02,Lagos,Mushin,melon,333163,standard,nairametrics_cached
2026-06-02,Lagos,Daleko,melon,338381,standard,nairametrics_cached
2026-06-02,Abuja,Wuse,melon,339998,standard,nairametrics_cached
2026-06-02,Abuja,Garki,melon,339847,standard,nairametrics_cached
2026-06-02,Abuja,Utako,melon,336070,standard,nairametrics_cached
2026-06-02,Port Harcourt,Mile 3,melon,342576,standard,nairametrics_cached
2026-06-02,Port Harcourt,Creek Road,melon,328889,standard,nairametrics_cached
2026-06-02,Port Harcourt,Oil Mill,melon,352458,standard,nairametrics_cached
2026-06-02,Lagos,Mile 12,pepper,107961,standard,nairametrics_cached
2026-06-02,Lagos,Oyingbo,pepper,103646,standard,nairametrics_cached
2026-06-02,Lagos,Mushin,pepper,102599,standard,nairametrics_cached
2026-06-02,Lagos,Daleko,pepper,107161,standard,nairametrics_cached
2026-06-02,Abuja,Wuse,pepper,111188,standard,nairametrics_cached
2026-06-02,Abuja,Garki,pepper,116677,standard,nairametrics_cached
2026-06-02,Abuja,Utako,pepper,112483,standard,nairametrics_cached
2026-06-02,Port Harcourt,Mile 3,pepper,105878,standard,nairametrics_cached
2026-06-02,Port Harcourt,Creek Road,pepper,112039,standard,nairametrics_cached
2026-06-02,Port Harcourt,Oil Mill,pepper,109338,standard,nairametrics_cached
2026-06-02,Lagos,Mile 12,yam,4540,standard,nairametrics_cached
2026-06-02,Lagos,Oyingbo,yam,4604,standard,nairametrics_cached
2026-06-02,Lagos,Mushin,yam,4502,standard,nairametrics_cached
2026-06-02,Lagos,Daleko,yam,4509,standard,nairametrics_cached
2026-06-02,Abuja,Wuse,yam,5159,standard,nairametrics_cached
2026-06-02,Abuja,Garki,yam,5197,standard,nairametrics_cached
2026-06-02,Abuja,Utako,yam,5288,standard,nairametrics_cached
2026-06-02,Port Harcourt,Mile 3,yam,4735,standard,nairametrics_cached
2026-06-02,Port Harcourt,Creek Road,yam,4609,standard,nairametrics_cached
2026-06-02,Port Harcourt,Oil Mill,yam,4841,standard,nairametrics_cached
2026-06-02,Lagos,Mile 12,fish titus,7160,standard,nairametrics_cached
2026-06-02,Lagos,Oyingbo,fish titus,6806,standard,nairametrics_cached
2026-06-02,Lagos,Mushin,fish titus,6796,standard,nairametrics_cached
2026-06-02,Lagos,Daleko,fish titus,7137,standard,nairametrics_cached
2026-06-02,Abuja,Wuse,fish titus,8036,standard,nairametrics_cached
2026-06-02,Abuja,Garki,fish titus,7898,standard,nairametrics_cached
