date,city,market,product,price,unit,source
2026-06-10,Lagos,Mile 12,tomato round,65689,standard,nairametrics_cached
2026-06-10,Lagos,Oyingbo,tomato round,62827,standard,nairametrics_cached
2026-06-10,Lagos,Mushin,tomato round,63410,standard,nairametrics_cached
2026-06-10,Lagos,Daleko,tomato round,64626,standard,nairametrics_cached
2026-06-10,Abuja,Wuse,tomato round,72998,standard,nairametrics_cached
2026-06-10,Abuja,Garki,tomato round,74566,standard,nairametrics_cached
2026-06-10,Abuja,Utako,tomato round,72704,standard,nairametrics_cached
2026-06-10,Port Harcourt,Mile 3,tomato round,66726,standard,nairametrics_cached
2026-06-10,Port Harcourt,Creek Road,tomato round,69002,standard,nairametrics_cached
2026-06-10,Port Harcourt,Oil Mill,tomato round,65666,standard,nairametrics_cached
2026-06-10,Lagos,Mile 12,tomato oval,39425,standard,nairametrics_cached
2026-06-10,Lagos,Oyingbo,tomato oval,41158,standard,nairametrics_cached
2026-06-10,Lagos,Mushin,tomato oval,40811,standard,nairametrics_cached
2026-06-10,Lagos,Daleko,tomato oval,38928,standard,nairametrics_cached
2026-06-10,Abuja,Wuse,tomato oval,44041,standard,nairametrics_cached
2026-06-10,Abuja,Garki,tomato oval,45978,standard,nairametrics_cached
2026-06-10,Abuja,Utako,tomato oval,43985,standard,nairametrics_cached
2026-06-10,Port Harcourt,Mile 3,tomato oval,43329,standard,nairametrics_cached
2026-06-10,Port Harcourt,Creek Road,tomato oval,42764,standard,nairametrics_cached
2026-06-10,Port Harcourt,Oil Mill,tomato oval,40906,standard,nairametrics_cached
2026-06-10,Lagos,Mile 12,garri white,24013,standard,nairametrics_cached
2026-06-10,Lagos,Oyingbo,garri white,24285,standard,nairametrics_cached
2026-06-10,Lagos,Mushin,garri white,24608,standard,nairametrics_cached
2026-06-10,Lagos,Daleko,garri white,25899,standard,nairametrics_cached
2026-06-10,Abuja,Wuse,garri white,28582,standard,nairametrics_cached
2026-06-10,Abuja,Garki,garri white,27000,standard,nairametrics_cached
2026-06-10,Abuja,Utako,garri white,27345,standard,nairametrics_cached
2026-06-10,Port Harcourt,Mile 3,garri white,25033,standard,nairametrics_cached
2026-06-10,Port Harcourt,Creek Road,garri white,24964,standard,nairametrics_cached
2026-06-10,Port Harcourt,Oil Mill,garri white,26276,standard,nairametrics_cached
2026-06-10,Lagos,Mile 12,garri yellow,24396,standard,nairametrics_cached
