date,city,market,product,price,unit,source
2026-01-26,Lagos,Mile 12,tomato round,56243,standard,nairametrics
2026-01-26,Lagos,Oyingbo,tomato round,53559,standard,nairametrics
2026-01-26,Lagos,Mushin,tomato round,54647,standard,nairametrics
2026-01-26,Lagos,Daleko,tomato round,54854,standard,nairametrics
2026-01-26,Abuja,Wuse,tomato round,62516,standard,nairametrics
2026-01-26,Abuja,Garki,tomato round,65450,standard,nairametrics
2026-01-26,Abuja,Utako,tomato round,62332,standard,nairametrics
2026-01-26,Port Harcourt,Mile 3,tomato round,58410,standard,nairametrics
2026-01-26,Port Harcourt,Creek Road,tomato round,56288,standard,nairametrics
2026-01-26,Port Harcourt,Oil Mill,tomato round,60358,standard,nairametrics
2026-01-26,Lagos,Mile 12,tomato oval,33158,standard,nairametrics
2026-01-26,Lagos,Oyingbo,tomato oval,32809,standard,nairametrics
2026-01-26,Lagos,Mushin,tomato oval,33162,standard,nairametrics
2026-01-26,Lagos,Daleko,tomato oval,34351,standard,nairametrics
2026-01-26,Abuja,Wuse,tomato oval,39776,standard,nairametrics
2026-01-26,Abuja,Garki,tomato oval,38858,standard,nairametrics
2026-01-26,Abuja,Utako,tomato oval,40886,standard,nairametrics
2026-01-26,Port Harcourt,Mile 3,tomato oval,35620,standard,nairametrics
2026-01-26,Port Harcourt,Creek Road,tomato oval,35240,standard,nairametrics
2026-01-26,Port Harcourt,Oil Mill,tomato oval,36090,standard,nairametrics
2026-01-26,Lagos,Mile 12,garri white,20625,standard,nairametrics
2026-01-26,Lagos,Oyingbo,garri white,21894,standard,nairametrics
2026-01-26,Lagos,Mushin,garri white,20501,standard,nairametrics
2026-01-26,Lagos,Daleko,garri white,21072,standard,nairametrics
2026-01-26,Abuja,Wuse,garri white,25532,standard,nairametrics
2026-01-26,Abuja,Garki,garri white,24599,standard,nairametrics
2026-01-26,Abuja,Utako,garri white,23780,standard,nairametrics
2026-01-26,Port Harcourt,Mile 3,garri white,22359,standard,nairametrics
2026-01-26,Port Harcourt,Creek Road,garri white,22009,standard,nairametrics
2026-01-26,Port Harcourt,Oil Mill,garri white,22665,standard,nairametrics
2026-01-26,Lagos,Mile 12,garri yellow,20912,standard,nairametrics
2026-01-26,Lagos,Oyingbo,garri yellow,20990,standard,nairametrics
