date,city,market,product,price,unit,source
2026-08-07,Lagos,Mile 12,tomato round,64359,standard,nairametrics_cached
2026-08-07,Lagos,Oyingbo,tomato round,63661,standard,nairametrics_cached
2026-08-07,Lagos,Mushin,tomato round,65719,standard,nairametrics_cached
2026-08-07,Lagos,Daleko,tomato round,63005,standard,nairametrics_cached
2026-08-07,Abuja,Wuse,tomato round,72813,standard,nairametrics_cached
2026-08-07,Abuja,Garki,tomato round,73728,standard,nairametrics_cached
2026-08-07,Abuja,Utako,tomato round,70229,standard,nairametrics_cached
2026-08-07,Port Harcourt,Mile 3,tomato round,69405,standard,nairametrics_cached
2026-08-07,Port Harcourt,Creek Road,tomato round,67724,standard,nairametrics_cached
2026-08-07,Port Harcourt,Oil Mill,tomato round,65971,standard,nairametrics_cached
2026-08-07,Lagos,Mile 12,tomato oval,40399,standard,nairametrics_cached
2026-08-07,Lagos,Oyingbo,tomato oval,39305,standard,nairametrics_cached
2026-08-07,Lagos,Mushin,tomato oval,38456,standard,nairametrics_cached
2026-08-07,Lagos,Daleko,tomato oval,39389,standard,nairametrics_cached
2026-08-07,Abuja,Wuse,tomato oval,45105,standard,nairametrics_cached
2026-08-07,Abuja,Garki,tomato oval,46290,standard,nairametrics_cached
2026-08-07,Abuja,Utako,tomato oval,43806,standard,nairametrics_cached
2026-08-07,Port Harcourt,Mile 3,tomato oval,41453,standard,nairametrics_cached
2026-08-07,Port Harcourt,Creek Road,tomato oval,41289,standard,nairametrics_cached
2026-08-07,Port Harcourt,Oil Mill,tomato oval,40923,standard,nairametrics_cached
2026-08-07,Lagos,Mile 12,garri white,24791,standard,nairametrics_cached
2026-08-07,Lagos,Oyingbo,garri white,24413,standard,nairametrics_cached
2026-08-07,Lagos,Mushin,garri white,25450,standard,nairametrics_cached
2026-08-07,Lagos,Daleko,garri white,24353,standard,nairametrics_cached
2026-08-07,Abuja,Wuse,garri white,28981,standard,nairametrics_cached
2026-08-07,Abuja,Garki,garri white,27997,standard,nairametrics_cached
2026-08-07,Abuja,Utako,garri white,26921,standard,nairametrics_cached
2026-08-07,Port Harcourt,Mile 3,garri white,26396,standard,nairametrics_cached
2026-08-07,Port Harcourt,Creek Road,garri white,26615,standard,nairametrics_cached
2026-08-07,Port Harcourt,Oil Mill,garri white,27008,standard,nairametrics_cached
2026-08-07,Lagos,Mile 12,garri yellow,24992,standard,nairametrics_cached
2026-08-07,Lagos,Oyingbo,garri yellow,24617,standard,nairametrics_cached
2026-08-07,Lagos,Mushin,garri yellow,25688,standard,nairametrics_cached
2026-08-07,Lagos,Daleko,garri yellow,24650,standard,nairametrics_cached
2026-08-07,Abuja,Wuse,garri yellow,27043,standard,nairametrics_cached
2026-08-07,Abuja,Garki,garri yellow,28256,standard,nairametrics_cached
2026-08-07,Abuja,Utako,garri yellow,26742,standard,nairametrics_cached
2026-08-07,Port Harcourt,Mile 3,garri yellow,25830,standard,nairametrics_cached
2026-08-07,Port Harcourt,Creek Road,garri yellow,26426,standard,nairametrics_cached
2026-08-07,Port Harcourt,Oil Mill,garri yellow,25666,standard,nairametrics_cached
2026-08-07,Lagos,Mile 12,rice royal stallion,58325,standard,nairametrics_cached
2026-08-07,Lagos,Oyingbo,rice royal stallion,61109,standard,nairametrics_cached
2026-08-07,Lagos,Mushin,rice royal stallion,59181,standard,nairametrics_cached
2026-08-07,Lagos,Daleko,rice royal stallion,60021,standard,nairametrics_cached
2026-08-07,Abuja,Wuse,rice royal stallion,62857,standard,nairametrics_cached
2026-08-07,Abuja,Garki,rice royal stallion,64807,standard,nairametrics_cached
2026-08-07,Abuja,Utako,rice royal stallion,61853,standard,nairametrics_cached
2026-08-07,Port Harcourt,Mile 3,rice royal stallion,64013,standard,nairametrics_cached
2026-08-07,Port Harcourt,Creek Road,rice royal stallion,61883,standard,nairametrics_cached
2026-08-07,Port Harcourt,Oil Mill,rice royal stallion,63979,standard,nairametrics_cached
2026-08-07,Lagos,Mile 12,rice mamas pride,63209,standard,nairametrics_cached
2026-08-07,Lagos,Oyingbo,rice mamas pride,65718,standard,nairametrics_cached
2026-08-07,Lagos,Mushin,rice mamas pride,67504,standard,nairametrics_cached
2026-08-07,Lagos,Daleko,rice mamas pride,65075,standard,nairametrics_cached
2026-08-07,Abuja,Wuse,rice mamas pride,68654,standard,nairametrics_cached
2026-08-07,Abuja,Garki,rice mamas pride,70787,standard,nairametrics_cached
2026-08-07,Abuja,Utako,rice mamas pride,68374,standard,nairametrics_cached
2026-08-07,Port Harcourt,Mile 3,rice mamas pride,67451,standard,nairametrics_cached
2026-08-07,Port Harcourt,Creek Road,rice mamas pride,65778,standard,nairametrics_cached
2026-08-07,Port Harcourt,Oil Mill,rice mamas pride,67791,standard,nairametrics_cached
2026-08-07,Lagos,Mile 12,beans brown,120659,standard,nairametrics_cached
2026-08-07,Lagos,Oyingbo,beans brown,121891,standard,nairametrics_cached
2026-08-07,Lagos,Mushin,beans brown,124052,standard,nairametrics_cached
