date,city,market,product,price,unit,source
2026-07-19,Lagos,Mile 12,tomato round,63014,standard,nairametrics_cached
2026-07-19,Lagos,Oyingbo,tomato round,65134,standard,nairametrics_cached
2026-07-19,Lagos,Mushin,tomato round,63278,standard,nairametrics_cached
2026-07-19,Lagos,Daleko,tomato round,66079,standard,nairametrics_cached
2026-07-19,Abuja,Wuse,tomato round,71263,standard,nairametrics_cached
2026-07-19,Abuja,Garki,tomato round,73813,standard,nairametrics_cached
2026-07-19,Abuja,Utako,tomato round,72425,standard,nairametrics_cached
2026-07-19,Port Harcourt,Mile 3,tomato round,69605,standard,nairametrics_cached
2026-07-19,Port Harcourt,Creek Road,tomato round,68201,standard,nairametrics_cached
2026-07-19,Port Harcourt,Oil Mill,tomato round,69078,standard,nairametrics_cached
2026-07-19,Lagos,Mile 12,tomato oval,40292,standard,nairametrics_cached
2026-07-19,Lagos,Oyingbo,tomato oval,41265,standard,nairametrics_cached
2026-07-19,Lagos,Mushin,tomato oval,39624,standard,nairametrics_cached
2026-07-19,Lagos,Daleko,tomato oval,41250,standard,nairametrics_cached
2026-07-19,Abuja,Wuse,tomato oval,43563,standard,nairametrics_cached
2026-07-19,Abuja,Garki,tomato oval,45411,standard,nairametrics_cached
2026-07-19,Abuja,Utako,tomato oval,46504,standard,nairametrics_cached
2026-07-19,Port Harcourt,Mile 3,tomato oval,42803,standard,nairametrics_cached
2026-07-19,Port Harcourt,Creek Road,tomato oval,43320,standard,nairametrics_cached
2026-07-19,Port Harcourt,Oil Mill,tomato oval,40996,standard,nairametrics_cached
2026-07-19,Lagos,Mile 12,garri white,25207,standard,nairametrics_cached
2026-07-19,Lagos,Oyingbo,garri white,25975,standard,nairametrics_cached
2026-07-19,Lagos,Mushin,garri white,24456,standard,nairametrics_cached
2026-07-19,Lagos,Daleko,garri white,25620,standard,nairametrics_cached
2026-07-19,Abuja,Wuse,garri white,28535,standard,nairametrics_cached
2026-07-19,Abuja,Garki,garri white,26969,standard,nairametrics_cached
2026-07-19,Abuja,Utako,garri white,27005,standard,nairametrics_cached
2026-07-19,Port Harcourt,Mile 3,garri white,26515,standard,nairametrics_cached
2026-07-19,Port Harcourt,Creek Road,garri white,25309,standard,nairametrics_cached
2026-07-19,Port Harcourt,Oil Mill,garri white,25324,standard,nairametrics_cached
2026-07-19,Lagos,Mile 12,garri yellow,25052,standard,nairametrics_cached
2026-07-19,Lagos,Oyingbo,garri yellow,24244,standard,nairametrics_cached
2026-07-19,Lagos,Mushin,garri yellow,24651,standard,nairametrics_cached
2026-07-19,Lagos,Daleko,garri yellow,25261,standard,nairametrics_cached
2026-07-19,Abuja,Wuse,garri yellow,28592,standard,nairametrics_cached
2026-07-19,Abuja,Garki,garri yellow,26799,standard,nairametrics_cached
2026-07-19,Abuja,Utako,garri yellow,27135,standard,nairametrics_cached
2026-07-19,Port Harcourt,Mile 3,garri yellow,25387,standard,nairametrics_cached
2026-07-19,Port Harcourt,Creek Road,garri yellow,26059,standard,nairametrics_cached
2026-07-19,Port Harcourt,Oil Mill,garri yellow,24951,standard,nairametrics_cached
2026-07-19,Lagos,Mile 12,rice royal stallion,60324,standard,nairametrics_cached
2026-07-19,Lagos,Oyingbo,rice royal stallion,58413,standard,nairametrics_cached
2026-07-19,Lagos,Mushin,rice royal stallion,60759,standard,nairametrics_cached
2026-07-19,Lagos,Daleko,rice royal stallion,61377,standard,nairametrics_cached
2026-07-19,Abuja,Wuse,rice royal stallion,64385,standard,nairametrics_cached
2026-07-19,Abuja,Garki,rice royal stallion,63808,standard,nairametrics_cached
2026-07-19,Abuja,Utako,rice royal stallion,62748,standard,nairametrics_cached
2026-07-19,Port Harcourt,Mile 3,rice royal stallion,60603,standard,nairametrics_cached
2026-07-19,Port Harcourt,Creek Road,rice royal stallion,59617,standard,nairametrics_cached
2026-07-19,Port Harcourt,Oil Mill,rice royal stallion,61512,standard,nairametrics_cached
2026-07-19,Lagos,Mile 12,rice mamas pride,62463,standard,nairametrics_cached
2026-07-19,Lagos,Oyingbo,rice mamas pride,62658,standard,nairametrics_cached
