date,city,market,product,price,unit,source
2026-06-08,Lagos,Mile 12,tomato round,66928,standard,nairametrics_cached
2026-06-08,Lagos,Oyingbo,tomato round,67047,standard,nairametrics_cached
2026-06-08,Lagos,Mushin,tomato round,67287,standard,nairametrics_cached
2026-06-08,Lagos,Daleko,tomato round,63988,standard,nairametrics_cached
2026-06-08,Abuja,Wuse,tomato round,69669,standard,nairametrics_cached
2026-06-08,Abuja,Garki,tomato round,74589,standard,nairametrics_cached
2026-06-08,Abuja,Utako,tomato round,71017,standard,nairametrics_cached
2026-06-08,Port Harcourt,Mile 3,tomato round,67759,standard,nairametrics_cached
2026-06-08,Port Harcourt,Creek Road,tomato round,67010,standard,nairametrics_cached
2026-06-08,Port Harcourt,Oil Mill,tomato round,70096,standard,nairametrics_cached
2026-06-08,Lagos,Mile 12,tomato oval,40497,standard,nairametrics_cached
2026-06-08,Lagos,Oyingbo,tomato oval,38699,standard,nairametrics_cached
2026-06-08,Lagos,Mushin,tomato oval,40689,standard,nairametrics_cached
2026-06-08,Lagos,Daleko,tomato oval,38934,standard,nairametrics_cached
2026-06-08,Abuja,Wuse,tomato oval,45223,standard,nairametrics_cached
2026-06-08,Abuja,Garki,tomato oval,44344,standard,nairametrics_cached
2026-06-08,Abuja,Utako,tomato oval,46613,standard,nairametrics_cached
2026-06-08,Port Harcourt,Mile 3,tomato oval,41044,standard,nairametrics_cached
2026-06-08,Port Harcourt,Creek Road,tomato oval,40403,standard,nairametrics_cached
2026-06-08,Port Harcourt,Oil Mill,tomato oval,43090,standard,nairametrics_cached
2026-06-08,Lagos,Mile 12,garri white,25153,standard,nairametrics_cached
2026-06-08,Lagos,Oyingbo,garri white,24973,standard,nairametrics_cached
2026-06-08,Lagos,Mushin,garri white,24825,standard,nairametrics_cached
2026-06-08,Lagos,Daleko,garri white,24212,standard,nairametrics_cached
2026-06-08,Abuja,Wuse,garri white,29050,standard,nairametrics_cached
2026-06-08,Abuja,Garki,garri white,27678,standard,nairametrics_cached
2026-06-08,Abuja,Utako,garri white,28767,standard,nairametrics_cached
2026-06-08,Port Harcourt,Mile 3,garri white,26347,standard,nairametrics_cached
2026-06-08,Port Harcourt,Creek Road,garri white,25841,standard,nairametrics_cached
2026-06-08,Port Harcourt,Oil Mill,garri white,25952,standard,nairametrics_cached
2026-06-08,Lagos,Mile 12,garri yellow,24789,standard,nairametrics_cached
2026-06-08,Lagos,Oyingbo,garri yellow,25483,standard,nairametrics_cached
2026-06-08,Lagos,Mushin,garri yellow,24904,standard,nairametrics_cached
2026-06-08,Lagos,Daleko,garri yellow,25630,standard,nairametrics_cached
2026-06-08,Abuja,Wuse,garri yellow,27014,standard,nairametrics_cached
2026-06-08,Abuja,Garki,garri yellow,28056,standard,nairametrics_cached
2026-06-08,Abuja,Utako,garri yellow,27714,standard,nairametrics_cached
2026-06-08,Port Harcourt,Mile 3,garri yellow,26076,standard,nairametrics_cached
